,Hotel_Name,City_Name,country_name,Rating,Price/Night,Amenities,Description,Review1,Review2
1991,Birds View Resort,kasauli,India,4.4,3859,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Banquet hall']","Old Kasauli Road, Kasauli, - 173204",Best hotel with best views. Room was nice. Staff was helpful. Food was good. Overall best experience.,"Had a pleasant stay. Stayed in Blue room which had a very good view valley. The balcony was very good. The room was spacious and clean. The food is little overpriced compared to quantity and quality. The staff is very helpful. The location is good, just 3km from mall road. It is on old kasauli road.
The room was big enough for family. The overall stay was safe."
1992,Winnies Holiday Resort & Spa,kasauli,India,4.4,3640,"['Free Internet', 'Air Conditioning', 'Swimming Pool', 'Indoor Entertainment']","Main Dharampur Kasauli Road, Near Pine grove School, Kasauli (6 kms Before Main Kasauli Market) - 173202","Very nice place. The view from super deluxe room is beautiful as u all can see in the uploaded photos. The service is commendable. Food is tasty. The hotel has a nice terrace and a make shift bar is there in the evening along with live music.
a nice experience for 2 days.","Nice, quiet place with friendly and helpful staff; The sit outs are lovely. The restaurant offered very good food. In all, a great stay."
1993,Dippy's The Boutique Hotel,kasauli,India,4.2,2201,"['Air Conditioning', 'Indoor Entertainment', 'Parking Facility', 'Outdoor Activities']","Kasauli Road, Near Pine grove School, Kasauli (8 kms Before Main Kasauli Market) - 173204","It was a pleasant stay. Good hospitality
tasty food. nice location.
Staff was really good. special thanks to Dinesh and Rohit",". nice location.
Staff was really good. special thanks to Dinesh and Rohit"
1994,Kasauli Castle Resort,kasauli,India,4.2,3426,"['Indoor Entertainment', 'Conference Room', 'Outdoor Activities', 'Laundry Service']","Kimu Ghat, Garkhal, Main Kasauli Road, Kasauli (4 kms Before Main Kasauli Market) - 173201",the stay was really amazing staff was very polite night view of hotel is really great and the food was just awesome in taste we enjoyed a lot there,"Hotel has quite neat and spacious rooms, lawn is a great attraction and one can organise party and get together at a good price. Hotel service is excellent and the staff is very courteous. However, amenities in the washroom are pretty less (no body wash, no moisturizer and not a good quality of soap too) and whatever you need one has to ask for it. Food is good but there should more variety in the breakfast considering the price for room per night. Overall good property for leisure as the locati ...more"
1995,Wood Stock Kasauli (Stags not allowed),kasauli,India,4.6,3945,"['Power backup', 'Restaurant/Coffee Shop', 'Laundry Service', 'CCTV surveillance']","(100 Metre) Before Lawrence School Gate No., Lawrence Road, Moti Kona, Kasauli. - 173202","Excellent stay. We will come again., well this place is close to our city panchkula. We are here to celebrate our anniversary on 14th Feb. And really its unforgettable ❤️.Food is good . Stay is exciting. My daughter enjoyed alot. The view from side balcony of deluxe room is very nice.
But yes for next time we will book premium room with hill view.","Nice location, new property and good breakfast. View from rooms and hotel is very good. Staff is also very cooperative. As property is new ,rooms are very good ."
1996,Kasauli Continental Resorts,kasauli,India,4,2233,"['Free Internet', 'Conference Room', 'Outdoor Activities', 'Laundry Service']","Dharampur-Kasauli Road, P.O. Mandodhar,Tehsil Kasauli, Solan (7 kms Before Main Kasauli Market) - 173209",Very nice place in good location.. Food was great.. Staff was very cooperative and humble.. Overall enjoyed the stay..,"Nice location, Good food and cleanliness. Humble and polite staff. Hotel is not having lift. If you are going to book this hotel than go for a Deluxe room with Balcony. Overall experience is very good."
1997,Hotel Bliss Kasauli,kasauli,India,4.3,2326,"['Doctor On Call', 'Indoor Entertainment', 'Travel Assistance', 'Dining']","Jagjit Nagar Road, Near Baikunth Resorts, Garkhal, Kasauli, 173201, India",very nice hotel and peacefull location delicious food quick service rooms are spacious and neat and clean,"Would be better if there is variety in breakfast, apart from this, it was awesome experience, nice location, friendly staff, beautiful view,food was good too"
1998,Whispering Winds Villa (Stags not allowed),kasauli,India,4.5,2838,"['Power backup', 'Parking Facility', 'Restaurant/Coffee Shop', 'Laundry Service']","Lawrence School Road, Sukki Jodi chowk, Dharampur, Kasauli (8 kms Before Main Kasauli Market) - 173209","Well this is my 3rd Visit to Kasauli in last 4 years...During every visit have stayed at Whispering Winds Villa, Dharampur....the location of the Homestay is perfect for the people working in corporate to soothe their nerves & relax their mind...the only noise you will hear at this property will be of Birds chirping their heart out & of Kalka Shimla Toy train as the track is very close.... Also, property is surrounded by enough pine trees that brings the fresh air out all the time.
As far as th ...more","Genuinely It is a Great place with stunning views.
Very nice staff and Hospitality.
We stayed for one night. We had booked premium room, which was actually good. But, we upgraded the room to second floor. So we could enjoy our private terrace. Gradually, it rained ice. The host provided us with extra blankets and Room heater.
The food was very fresh and very tasty.
We faced car parking issues because parking area is not ready. Overall great experience.
Great for couple outings. Very cooperative staff and host."
1999,Wood Creek Resort & Spa,kasauli,India,4.3,4212,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Outdoor Activities']","Dharampur Kasauli Road, Near Pine grove School, Kasauli (6 kms Before Main Kasauli Market) - 173201","rooms r spacious , good views of valley, food was excellent",The resort is at perfect location having a nice view of the mountians from the balcony . Rooms does'nt have a dressing mirror and refrigerator which are must and not much indoor games. Billiards is chargeable
2000,StayApart Nature Stay,kasauli,India,3.9,3255,"['Doctor On Call', 'Air Conditioning', 'Indoor Entertainment', 'Outdoor Activities']","Dochi Road, Near Divine Valley, Kasauli (Just 5 Kms from Main Kasauli Market) - 173204","Great view from rooms..
Good food
Clean and big rooms
Good parking arrangement
Bon fire arrangement
Good staff","
Good parking arrangement
Bon fire arrangement
Good staff"
2001,Mayur Hotel Bar And Restaurant,solan,India,4.2,1553,"['Free Internet', 'Indoor Entertainment', 'Parking Facility', 'Conference Room']","Mayur Hotel Bar And Restaurant, The Mall Solan,Near DC office 173212",Location was good....Staff was really helpful....hotel is on mall road thats plus point....food was also good.....rooms were also neat and clean ....only thing isthey give single single blanket not double bed blanket.....overall its very good,Hotel is neat and clean .....staff is also helpful......Rooms are also neat and clean......washroom is also clean and tidy....hotel is on mall road which makes it easily accessible.....food was also good ....tasty and not so costly.....overall good hotel ...
2002,The Legend,solan,India,3.8,910,"['Doctor On Call', 'Power backup', 'Parking Facility', 'Restaurant/Coffee Shop']","opp. district court mallroad, Solan - 173212","amazing view of solan
mast mausam
food -3/5
room -5/5
reception boy -5/5
big room and big balcony","nice hotel & good staff, hotel is good in service & happy to be stay there. like to stay again at hotel."
2003,Hotel Mayank,solan,India,3.6,1072,"['CCTV surveillance', 'Daily housekeeping', 'Room Service', 'Free Internet']","The Mall Road, Near District Court, Solan, Himachal Pradesh - 173212","dirty bedding and very dirty towel, no parking though claimed by hotel, no WiFi, intercom not working, no tea in morning, polite staff, nice location",Stay was amazing .staff was nice.rooms were neat and clean. Near The Mall Road.
2004,OYO Home 12485 Cosy Stay,solan,India,4.2,1363,"['Spa', 'Parking Facility', 'Travel Assistance', 'Daily housekeeping']","Four seasons, Solan-kumarhatti road,village aanji - 173212",cheap and best and locatin wise very good stay,"fantastic dinner and the service is good
I like food and staff nature"
2005,Hotel Ambusha Resorts,solan,India,4,2244,"['Doctor On Call', 'Power backup', 'Parking Facility', 'Banquet hall']","Ambusha Resorts , near Tourist area distt Solan - 173212","amazing stay, their service staff is very good and food is delicious.",It is a nice property and a good view can be seen from the hotel. Staff behaviour is good. They have restaurant.
2006,Rambling Rose Cottage,solan,India,4.8,2223,"['Power backup', 'Travel Assistance', 'Outdoor Activities', 'Room Service']","Village Mohri, Post Office Barog, District Solan, Solan, 173212","Staff behavior, amenities and services were excellent. Location was nice. There was dining facility. Complimentary breakfast was given.",pleasant stay
2007,Shivana hills,solan,India,4.1,1384,"['Free Internet', 'Air Conditioning', 'Conference Room', 'Laundry Service']","Near forest colony chambaghat, Solan - 173213",i had a beautiful experience in this property. Beautiful location and staffs were worthy for their services and food was excellent. But rooms were not up-to the mark but overall I had a very satisfying & happy stay.,The location was easily accessible and the staffs were really helpful and well-mannered. The rooms were really nice and tidy but the main concern I faced was there was no room heater in this cold weather.
2008,OYO Home 19589 Exotic View 2BHK,solan,India,2.8,5606,"['Spa', 'Indoor Entertainment', 'Parking Facility', 'Travel Assistance']","Matri chaya guest house, matri chaya guest house Deoghat, Solan - 173212",Good.,very bad experience
2009,OYO Home 16754 Valley View,solan,India,4.1,1363,"['Parking Facility', 'Restaurant/Coffee Shop', 'CCTV surveillance', 'Indoor Entertainment']","Kitchen king, Solan-shimla road,salogra - 173214",View from the balcony.,It was a good experience. Food was excellent.
2010,OYO Home 14836 Solan Valley View,solan,India,3.8,1414,"['CCTV surveillance', 'Power backup', 'Parking Facility', 'Daily housekeeping']","Matri chaya guest house, matri chaya guest house Deoghat, Solan - 173212","Price is low no doubt but the stay experience was bad. No branding outside (old name was there...) so it took time finding. reception just a table. Room size good but had dirty towel (which i tipped room boy and got it changed), smelly loo and old blankets which were smelling. Water issues and only when a water jeep came did we all get water in loos. that said, lovely view from balcony. i ordered Zomato for dinner as these guys don't have inhouse kitchen",Awesome hospitality by AGM Daksh once again and thanks for once again for welcome chocolate. Staff was helpful all time and kudos to Daksh From **** to bring my trip to a awesome stay. 😍🔥
